Attack metrics report
Dataset: spambase
Attack: fgsm
epsilon=0.07

Correctly-classified originals: 2058/2301
Successfully attacked (among correct): 2042/2058
ASR (among correct): 0.9922

Changed samples among correct (any feature changed): 2058/2058
Max |delta| among correct: 0.07

Changed samples among successful attacks: 2042/2042
Max |delta| among successful attacks: 0.07

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.0400563 median=0.0389731 min=0.0331579 max=0.0544743
  RMSE : mean=0.0521832 median=0.0516228 min=0.0481773 max=0.061006
  L1   : mean=2.28321 median=2.22147 min=1.89 max=3.10503
  L2   : mean=0.393975 median=0.389744 min=0.363731 max=0.460585
  Linf : mean=0.07 median=0.07 min=0.07 max=0.07

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.0158086 adv_mean=0.0428446 mean|diff|=0.027036 max|diff|=0.034386
  RMSE : orig_mean=0.0514402 adv_mean=0.0686012 mean|diff|=0.0184953 max|diff|=0.0490614
  L1   : orig_mean=0.901089 adv_mean=2.44214 mean|diff|=1.54105 max|diff|=1.96
  L2   : orig_mean=0.388365 adv_mean=0.517928 mean|diff|=0.139637 max|diff|=0.370405
  Linf : orig_mean=0.281171 adv_mean=0.269878 mean|diff|=0.0606307 max|diff|=0.07

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.0154242 adv_mean=0.0425011 mean|diff|=0.0270769 max|diff|=0.034386
  RMSE : orig_mean=0.0503325 adv_mean=0.0677352 mean|diff|=0.018533 max|diff|=0.0490614
  L1   : orig_mean=0.879179 adv_mean=2.42256 mean|diff|=1.54339 max|diff|=1.96
  L2   : orig_mean=0.380002 adv_mean=0.511389 mean|diff|=0.139921 max|diff|=0.370405
  Linf : orig_mean=0.276546 adv_mean=0.265713 mean|diff|=0.0605573 max|diff|=0.07

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
108,1,1,0.0398551,0.0519342,2.27174,0.392094,0.07
109,1,1,0.0362851,0.0501861,2.06825,0.378897,0.07
110,1,1,0.051114,0.0591378,2.9135,0.44648,0.07
111,1,1,0.0359526,0.0496283,2.0493,0.374685,0.07
112,1,1,0.0367006,0.0502727,2.09194,0.379551,0.07
113,1,1,0.0398137,0.0522419,2.26938,0.394417,0.07
114,1,1,0.0426811,0.0534121,2.43282,0.403252,0.07
115,1,1,0.0393995,0.0522456,2.24577,0.394446,0.07
116,1,1,0.0363259,0.0500977,2.07058,0.378229,0.07
117,1,1,0.0465804,0.0544181,2.65508,0.410848,0.07
118,1,1,0.0472124,0.056654,2.69111,0.427728,0.07
119,1,1,0.0380373,0.0512808,2.16812,0.387162,0.07
120,1,1,0.035614,0.0499298,2.03,0.376962,0.07
121,1,1,0.0390381,0.0521192,2.22517,0.393491,0.07
122,1,1,0.0382497,0.0507508,2.18023,0.38316,0.07
123,1,1,0.0380702,0.0516228,2.17,0.389744,0.07
124,0,1,0.0491228,0.0586395,2.8,0.442719,0.07
125,1,1,0.0353407,0.0495881,2.01442,0.374382,0.07
126,1,1,0.0464866,0.0559112,2.64974,0.42212,0.07
127,1,1,0.035614,0.0499298,2.03,0.376962,0.07
129,1,1,0.0367704,0.0504265,2.09591,0.380712,0.07
131,1,1,0.0364092,0.0502894,2.07532,0.379677,0.07
132,1,1,0.0362809,0.0495264,2.06801,0.373916,0.07
133,1,1,0.039042,0.0517909,2.2254,0.391012,0.07
134,1,1,0.034386,0.0490614,1.96,0.370405,0.07
135,1,1,0.037937,0.0514517,2.16241,0.388451,0.07
136,1,1,0.0497839,0.0575722,2.83768,0.43466,0.07
137,1,1,0.0423891,0.0534603,2.41618,0.403616,0.07
139,1,1,0.0533971,0.0604603,3.04363,0.456465,0.07
140,1,1,0.034386,0.0490614,1.96,0.370405,0.07
141,1,1,0.0364506,0.0503276,2.07768,0.379965,0.07
142,1,1,0.0403385,0.0521429,2.29929,0.39367,0.07
143,1,1,0.0394386,0.0524531,2.248,0.396012,0.07
144,1,1,0.0381893,0.051626,2.17679,0.389768,0.07
145,1,1,0.0368421,0.0507833,2.1,0.383406,0.07
146,1,1,0.034386,0.0490614,1.96,0.370405,0.07
147,1,1,0.0448081,0.0546383,2.55406,0.41251,0.07
148,1,1,0.0359239,0.0499491,2.04766,0.377108,0.07
149,1,1,0.0384588,0.0517061,2.19215,0.390372,0.07
150,1,1,0.0354699,0.0496749,2.02179,0.375037,0.07
152,1,1,0.0411225,0.0530772,2.34398,0.400724,0.07
153,1,1,0.0487007,0.0563412,2.77594,0.425366,0.07
154,1,1,0.0378346,0.0509469,2.15657,0.38464,0.07
155,1,1,0.0361886,0.0496014,2.06275,0.374482,0.07
156,1,1,0.0367736,0.0501496,2.09609,0.378621,0.07
157,1,1,0.0435359,0.054096,2.48155,0.408416,0.07
158,1,1,0.034386,0.0490614,1.96,0.370405,0.07
159,1,1,0.0496213,0.0576731,2.82841,0.435423,0.07
160,1,1,0.0519931,0.0586778,2.96361,0.443008,0.07
161,1,1,0.0435433,0.0534723,2.48197,0.403707,0.07
162,1,1,0.0381538,0.0503494,2.17477,0.38013,0.07
164,1,1,0.0362821,0.0500636,2.06808,0.377972,0.07
165,1,1,0.043951,0.0536027,2.50521,0.404692,0.07
166,1,1,0.0362681,0.0498925,2.06728,0.37668,0.07
168,1,1,0.0366247,0.0505094,2.08761,0.381338,0.07
169,1,1,0.0408511,0.0530683,2.32851,0.400657,0.07
170,1,1,0.0377372,0.0509382,2.15102,0.384575,0.07
171,1,1,0.0354018,0.0493651,2.01791,0.372699,0.07
172,1,1,0.0444411,0.0550655,2.53314,0.415736,0.07
173,1,1,0.0394886,0.0523559,2.25085,0.395278,0.07
174,1,1,0.038196,0.0503428,2.17717,0.38008,0.07
175,1,1,0.0391398,0.0519481,2.23097,0.3922,0.07
176,1,1,0.0391103,0.051232,2.22929,0.386793,0.07
177,1,1,0.0358164,0.0496628,2.04153,0.374946,0.07
178,1,1,0.0380742,0.0508211,2.17023,0.383691,0.07
179,1,1,0.0382638,0.0513841,2.18103,0.387941,0.07
180,1,1,0.0499363,0.0576844,2.84637,0.435508,0.07
181,1,1,0.0476293,0.0557476,2.71487,0.420885,0.07
182,1,1,0.0504995,0.0575914,2.87847,0.434806,0.07
183,1,1,0.043307,0.0536571,2.4685,0.405102,0.07
184,1,1,0.035614,0.0499298,2.03,0.376962,0.07
186,1,1,0.0440729,0.0548928,2.51216,0.414432,0.07
187,1,1,0.0496173,0.0576715,2.82819,0.43541,0.07
188,1,1,0.0483473,0.0556872,2.7558,0.420429,0.07
189,1,1,0.0422336,0.0536986,2.40732,0.405415,0.07
190,1,1,0.0437756,0.0540625,2.49521,0.408163,0.07
191,1,1,0.0506016,0.0580195,2.88429,0.438037,0.07
192,1,1,0.0431308,0.0534558,2.45846,0.403583,0.07
193,1,1,0.0394376,0.0511741,2.24794,0.386356,0.07
194,1,1,0.034386,0.0490614,1.96,0.370405,0.07
195,1,1,0.0417833,0.0540632,2.38165,0.408168,0.07
196,1,1,0.034386,0.0490614,1.96,0.370405,0.07
197,1,1,0.037004,0.050798,2.10923,0.383517,0.07
198,1,1,0.035614,0.0499298,2.03,0.376962,0.07
199,1,1,0.0455058,0.0545693,2.59383,0.411989,0.07
201,1,1,0.0394877,0.0524569,2.2508,0.396041,0.07
202,1,1,0.0375901,0.0503455,2.14263,0.3801,0.07
203,1,1,0.0436933,0.0547452,2.49052,0.413317,0.07
204,1,1,0.0434208,0.0543658,2.47499,0.410453,0.07
205,1,1,0.0388494,0.051957,2.21442,0.392266,0.07
206,1,1,0.0371275,0.0507363,2.11627,0.383051,0.07
207,1,1,0.035614,0.0499298,2.03,0.376962,0.07
208,1,1,0.0379649,0.051486,2.164,0.388711,0.07
209,1,1,0.0427054,0.0537314,2.43421,0.405663,0.07
210,1,1,0.0454481,0.0546636,2.59054,0.412701,0.07
211,1,1,0.048813,0.0561928,2.78234,0.424247,0.07
212,1,1,0.0474292,0.0570514,2.70346,0.430729,0.07
213,1,1,0.0401714,0.052268,2.28977,0.394615,0.07
214,1,1,0.0392202,0.0518946,2.23555,0.391795,0.07
215,1,1,0.037872,0.0511616,2.1587,0.386261,0.07
216,1,1,0.0418852,0.0539457,2.38746,0.407281,0.07
217,1,1,0.0446255,0.0540197,2.54365,0.40784,0.07
218,1,1,0.0431308,0.0534558,2.45846,0.403583,0.07
219,1,1,0.0486119,0.0570297,2.77088,0.430565,0.07
220,1,1,0.040076,0.0526586,2.28433,0.397564,0.07
221,1,1,0.035699,0.0493012,2.03484,0.372216,0.07
224,1,1,0.0364055,0.0495081,2.07511,0.373778,0.07
225,1,1,0.0395291,0.0520831,2.25316,0.393219,0.07
227,1,1,0.0400008,0.0515719,2.28004,0.38936,0.07
228,1,1,0.0379959,0.0507016,2.16577,0.382789,0.07
229,1,1,0.0437063,0.0542102,2.49126,0.409278,0.07
230,1,1,0.0398981,0.0522132,2.27419,0.394201,0.07
231,1,1,0.035614,0.0499298,2.03,0.376962,0.07
232,1,1,0.0376026,0.0509902,2.14335,0.384968,0.07
233,1,1,0.0401621,0.0525479,2.28924,0.396728,0.07
234,1,1,0.034386,0.0490614,1.96,0.370405,0.07
238,1,1,0.0358911,0.0499736,2.04579,0.377292,0.07
239,1,1,0.0414141,0.0536558,2.3606,0.405093,0.07
240,1,1,0.0408393,0.0532821,2.32784,0.402271,0.07
241,1,1,0.0365012,0.0503444,2.08057,0.380092,0.07
242,1,1,0.0439415,0.0544319,2.50466,0.410952,0.07
243,1,1,0.0505089,0.0579726,2.87901,0.437684,0.07
244,1,1,0.0508946,0.057169,2.90099,0.431617,0.07
245,1,1,0.0416137,0.0535124,2.37198,0.40401,0.07
246,1,1,0.0414608,0.0535374,2.36327,0.404199,0.07
247,1,1,0.0355463,0.0498374,2.02614,0.376264,0.07
248,1,1,0.042607,0.0542818,2.4286,0.409818,0.07
250,1,1,0.0368421,0.0507833,2.1,0.383406,0.07
251,1,1,0.0496213,0.0576731,2.82841,0.435423,0.07
253,1,1,0.0402228,0.0519997,2.2927,0.392589,0.07
254,0,1,0.0380702,0.0516228,2.17,0.389744,0.07
255,1,1,0.0400658,0.0519305,2.28375,0.392067,0.07
256,1,1,0.0397482,0.0522124,2.26565,0.394195,0.07
257,1,1,0.04258,0.0542411,2.42706,0.409511,0.07
258,1,1,0.036679,0.0502643,2.0907,0.379488,0.07
259,1,1,0.035626,0.0494541,2.03068,0.373371,0.07
260,1,1,0.0387691,0.0513764,2.20984,0.387883,0.07
261,1,1,0.0380702,0.0516228,2.17,0.389744,0.07
262,1,1,0.0384722,0.0500594,2.19292,0.377941,0.07
265,1,1,0.0378605,0.0513621,2.15805,0.387775,0.07
266,1,1,0.0441511,0.0546259,2.51661,0.412416,0.07
267,1,1,0.035614,0.0499298,2.03,0.376962,0.07
268,1,1,0.0385847,0.0517687,2.19933,0.390845,0.07
269,1,1,0.0373044,0.0500414,2.12635,0.377804,0.07
271,1,1,0.042782,0.0541337,2.43857,0.4087,0.07
272,1,1,0.0352224,0.0493115,2.00768,0.372294,0.07
273,1,1,0.0384053,0.0513699,2.1891,0.387835,0.07
274,1,1,0.0426516,0.0544674,2.43114,0.41122,0.07
275,1,1,0.0452525,0.0544434,2.57939,0.411038,0.07
276,1,1,0.0403566,0.0528759,2.30033,0.399204,0.07
277,1,1,0.0441556,0.0551362,2.51687,0.416269,0.07
278,1,1,0.0397853,0.0519678,2.26776,0.392348,0.07
279,1,1,0.0358767,0.0493746,2.04497,0.37277,0.07
280,1,1,0.0536112,0.0597079,3.05584,0.450785,0.07
281,1,1,0.0429512,0.0540476,2.44822,0.40805,0.07
282,1,1,0.0407697,0.0532735,2.32387,0.402206,0.07
283,1,1,0.035614,0.0499298,2.03,0.376962,0.07
284,1,1,0.0349555,0.0491725,1.99246,0.371244,0.07
285,1,1,0.034386,0.0490614,1.96,0.370405,0.07
286,1,1,0.0471938,0.0562065,2.69005,0.42435,0.07
287,1,1,0.0347865,0.0491182,1.98283,0.370834,0.07
288,1,1,0.0385777,0.051661,2.19893,0.390032,0.07
289,1,1,0.0454841,0.0545335,2.59259,0.411719,0.07
290,1,1,0.0385784,0.0516738,2.19897,0.390128,0.07
291,1,1,0.034386,0.0490614,1.96,0.370405,0.07
292,1,1,0.0422815,0.0529557,2.41004,0.399807,0.07
293,1,1,0.0430178,0.0539273,2.45202,0.407142,0.07
294,1,1,0.0392982,0.0524488,2.24,0.39598,0.07
295,1,1,0.0376491,0.0507499,2.146,0.383154,0.07
296,1,1,0.039223,0.051109,2.23571,0.385864,0.07
297,1,1,0.0427618,0.0545954,2.43742,0.412186,0.07
298,1,1,0.0405249,0.0524372,2.30992,0.395893,0.07
299,1,1,0.0444746,0.054048,2.53505,0.408054,0.07
300,1,1,0.0391586,0.0509295,2.23204,0.384509,0.07
301,1,1,0.0373766,0.0502247,2.13047,0.379188,0.07
302,1,1,0.0368421,0.0507833,2.1,0.383406,0.07
303,1,1,0.035614,0.0499298,2.03,0.376962,0.07
304,1,1,0.0395897,0.0515276,2.25661,0.389025,0.07
305,1,1,0.0367038,0.0502835,2.09212,0.379632,0.07
306,1,1,0.035614,0.0499298,2.03,0.376962,0.07
307,1,1,0.035614,0.0499298,2.03,0.376962,0.07
308,1,1,0.0361124,0.0500401,2.05841,0.377795,0.07
309,1,1,0.042005,0.0536647,2.39428,0.40516,0.07
310,1,1,0.0400374,0.0526489,2.28213,0.397491,0.07
311,1,1,0.0446774,0.0551625,2.54661,0.416468,0.07
312,1,1,0.0435912,0.0547842,2.4847,0.413611,0.07
313,1,1,0.0359124,0.0496292,2.04701,0.374692,0.07
314,1,1,0.035614,0.0499298,2.03,0.376962,0.07
315,1,1,0.0418153,0.0532383,2.38347,0.401941,0.07
316,1,1,0.0388177,0.0516435,2.21261,0.3899,0.07
317,1,1,0.0373584,0.0509327,2.12943,0.384534,0.07
318,1,1,0.0465559,0.054943,2.65368,0.414811,0.07
319,1,1,0.0376894,0.050664,2.1483,0.382505,0.07
320,1,1,0.0376124,0.0504472,2.14391,0.380868,0.07
321,1,1,0.0380044,0.0515359,2.16625,0.389088,0.07
323,1,1,0.0368421,0.0507833,2.1,0.383406,0.07
324,1,1,0.0439111,0.0545001,2.50293,0.411467,0.07
325,1,1,0.037273,0.0507652,2.12456,0.383269,0.07
326,1,1,0.038245,0.0515289,2.17997,0.389035,0.07
327,1,1,0.0365171,0.0503932,2.08148,0.38046,0.07
328,1,1,0.0447907,0.0541608,2.55307,0.408905,0.07
329,1,1,0.0436724,0.0543023,2.48933,0.409973,0.07
330,1,1,0.0447775,0.0540831,2.55232,0.408318,0.07
331,1,1,0.0377542,0.0512481,2.15199,0.386915,0.07
332,1,1,0.0383358,0.0516333,2.18514,0.389823,0.07
333,1,1,0.0368421,0.0507833,2.1,0.383406,0.07
334,1,1,0.0400064,0.0521989,2.28036,0.394093,0.07
335,1,1,0.034386,0.0490614,1.96,0.370405,0.07
336,1,1,0.034386,0.0490614,1.96,0.370405,0.07
337,1,1,0.0435732,0.053941,2.48367,0.407245,0.07
338,1,1,0.034386,0.0490614,1.96,0.370405,0.07
339,1,1,0.0386312,0.0508289,2.20198,0.38375,0.07
340,1,1,0.0368421,0.0507833,2.1,0.383406,0.07
341,1,1,0.0350175,0.0492925,1.996,0.372151,0.07
342,1,1,0.0367279,0.0506331,2.09349,0.382271,0.07
344,1,1,0.0406408,0.0529726,2.31653,0.399935,0.07
346,1,1,0.0351588,0.0494071,2.00405,0.373016,0.07
347,1,1,0.0355531,0.0498464,2.02653,0.376332,0.07
348,1,1,0.0407015,0.0532731,2.31999,0.402203,0.07
349,1,1,0.0368421,0.0507833,2.1,0.383406,0.07
350,1,1,0.0442404,0.0540991,2.5217,0.408439,0.07
351,1,1,0.0375941,0.0510554,2.14287,0.38546,0.07
352,1,1,0.034386,0.0490614,1.96,0.370405,0.07
353,1,1,0.0434407,0.0543857,2.47612,0.410603,0.07
354,1,1,0.0444429,0.0539195,2.53324,0.407083,0.07
355,1,1,0.03648,0.0496977,2.07936,0.375209,0.07
356,1,1,0.0368421,0.0507833,2.1,0.383406,0.07
357,1,1,0.034386,0.0490614,1.96,0.370405,0.07
358,1,1,0.0417999,0.0524949,2.3826,0.396328,0.07
359,1,1,0.0417655,0.0532022,2.38063,0.401668,0.07
360,1,1,0.039488,0.0521829,2.25081,0.393972,0.07
361,1,1,0.035614,0.0499298,2.03,0.376962,0.07
362,1,1,0.038069,0.0516212,2.16993,0.389732,0.07
363,1,1,0.0357651,0.0499428,2.03861,0.37706,0.07
364,1,1,0.0465088,0.0565073,2.651,0.426621,0.07
365,1,1,0.0362329,0.0501479,2.06527,0.378608,0.07
366,1,1,0.0471537,0.0565976,2.68776,0.427303,0.07
367,1,1,0.0396324,0.0516828,2.25905,0.390196,0.07
368,1,1,0.0374466,0.0508793,2.13446,0.38413,0.07
369,1,1,0.0477945,0.055761,2.72429,0.420987,0.07
370,1,1,0.0380078,0.0499295,2.16644,0.37696,0.07
371,1,1,0.034386,0.0490614,1.96,0.370405,0.07
372,1,1,0.0382027,0.0512887,2.17755,0.387221,0.07
373,1,1,0.0418855,0.0534113,2.38748,0.403247,0.07
374,1,1,0.0433774,0.0544422,2.47251,0.411029,0.07
375,1,1,0.0438448,0.0528927,2.49915,0.399331,0.07
377,1,1,0.040496,0.0527796,2.30827,0.398478,0.07
378,1,1,0.0368421,0.0507833,2.1,0.383406,0.07
380,1,1,0.0365357,0.0499914,2.08253,0.377427,0.07
381,1,1,0.034386,0.0490614,1.96,0.370405,0.07
383,1,1,0.0368421,0.0507833,2.1,0.383406,0.07
384,1,1,0.0380106,0.051544,2.16661,0.389148,0.07
385,1,1,0.0462838,0.0556093,2.63818,0.419841,0.07
386,1,1,0.049459,0.0568873,2.81916,0.429489,0.07
388,1,1,0.0362942,0.0501931,2.06877,0.37895,0.07
389,1,1,0.0370615,0.0505477,2.11251,0.381627,0.07
391,1,1,0.0480207,0.0565426,2.73718,0.426887,0.07
392,1,1,0.0393154,0.0524489,2.24098,0.39598,0.07
393,1,1,0.0359923,0.0499105,2.05156,0.376816,0.07
394,1,1,0.0367813,0.0497273,2.09653,0.375433,0.07
395,1,1,0.0360962,0.0500623,2.05748,0.377962,0.07
398,1,1,0.0410273,0.0530641,2.33856,0.400625,0.07
399,1,1,0.034386,0.0490614,1.96,0.370405,0.07
400,1,1,0.034386,0.0490614,1.96,0.370405,0.07
401,1,1,0.0424274,0.0539018,2.41836,0.40695,0.07
403,1,1,0.035614,0.0499298,2.03,0.376962,0.07
404,1,1,0.0363143,0.0499697,2.06991,0.377263,0.07
405,1,1,0.0362851,0.0501861,2.06825,0.378897,0.07
406,1,1,0.0479007,0.0556505,2.73034,0.420152,0.07
407,1,1,0.034386,0.0490614,1.96,0.370405,0.07
409,1,1,0.0446842,0.054207,2.547,0.409254,0.07
410,1,1,0.0368421,0.0507833,2.1,0.383406,0.07
411,1,1,0.0403831,0.0521739,2.30184,0.393904,0.07
412,1,1,0.0380702,0.0516228,2.17,0.389744,0.07
413,1,1,0.0430652,0.0531871,2.45471,0.401554,0.07
414,1,1,0.0397085,0.052484,2.26339,0.396245,0.07
415,1,1,0.0494762,0.0568916,2.82014,0.429522,0.07
416,1,1,0.0351808,0.049427,2.0053,0.373166,0.07
418,1,1,0.039682,0.052335,2.26187,0.395121,0.07
419,1,1,0.0415096,0.0535455,2.36604,0.40426,0.07
420,1,1,0.0377587,0.0502984,2.15224,0.379745,0.07
